asset price; answer
22.5,2.7195887575e-05,-1.16615504835e-08,
22.5152354406,2.65881562603e-05,1.1914952209e-08,
22.5304811976,2.60289663754e-05,-1.16670567422e-08,
22.5457372779,2.54608749892e-05,1.19096443301e-08,
22.5610036886,2.49198293941e-05,-1.16722838515e-08,
22.5762804367,2.43789572592e-05,1.19045479694e-08,
22.5915675291,2.38590222043e-05,-1.16772822967e-08,
22.6068649729,2.33424548506e-05,1.18996650378e-08,
22.622172775,2.28436988636e-05,-1.16820661108e-08,
22.6374909426,2.23498147866e-05,1.18949885684e-08,
22.6528194825,2.18717198806e-05,-1.16866455951e-08,
22.6681584019,2.13992914968e-05,1.18905104117e-08,
22.6835077077,2.09411662124e-05,-1.16910298142e-08,
22.698867407,2.04891428496e-05,1.18862224365e-08,
22.7142375068,2.00502418987e-05,-1.16952273117e-08,
22.7296180142,1.96176752339e-05,1.18821166438e-08,
22.7450089362,1.91972438667e-05,-1.16992460505e-08,
22.7604102798,1.87832560679e-05,1.1878185415e-08,
22.7758220522,1.83805490713e-05,-1.17030937806e-08,
22.7912442604,1.79843168616e-05,1.18744213025e-08,
22.8066769114,1.75986073767e-05,-1.17067777428e-08,
22.8221200124,1.72193529979e-05,1.18708172559e-08,
22.8375735703,1.68499367215e-05,-1.17103049586e-08,
22.8530375923,1.64869222393e-05,1.18673664606e-08,
22.8685120855,1.61331193416e-05,-1.17136820799e-08,
22.8839970569,1.57856427207e-05,1.18640624358e-08,
22.8994925137,1.54467985545e-05,-1.17169155275e-08,
22.914998463,1.51141907431e-05,1.186089893e-08,
22.9305149117,1.47896758849e-05,-1.17200113983e-08,
22.9460418672,1.44712985123e-05,1.1857869982e-08,
22.9615793364,1.41605084227e-05,-1.17229755741e-08,
22.9771273266,1.38557518918e-05,1.18549698522e-08,
22.9926858447,1.35581063544e-05,-1.17258136104e-08,
23.008254898,1.32663882043e-05,1.18521931107e-08,
23.0238344936,1.2981330638e-05,-1.17285309394e-08,
23.0394246386,1.27020940966e-05,1.18495344468e-08,
23.0550253402,1.2429090798e-05,-1.17311326571e-08,
23.0706366055,1.2161803479e-05,1.18469888852e-08,
23.0862584416,1.19003428287e-05,-1.173362372e-08,
23.1018908558,1.16444955402e-05,1.18445515772e-08,
23.1175338552,1.13940871968e-05,-1.17360087872e-08,
23.1331874469,1.11491928385e-05,1.18422179698e-08,
23.1488516381,1.09093669338e-05,-1.17382924084e-08,
23.1645264361,1.06749594707e-05,1.18399836083e-08,
23.1802118479,1.04452658147e-05,-1.17404788635e-08,
23.1959078808,1.02208993137e-05,1.18378442965e-08,
23.211614542,1.00009066169e-05,-1.17425723311e-08,
23.2273318387,9.78615434005e-06,1.1835795974e-08,
23.243059778,9.57544945487e-06,-1.17445767068e-08,
23.2587983672,9.3699030017e-06,1.18338348161e-08,
23.2745476134,9.16809018767e-06,-1.17464958532e-08,
23.290307524,8.97135868293e-06,1.18319570507e-08,
23.306078106,8.77805889465e-06,-1.17483333469e-08,
23.3218593669,8.58976821705e-06,1.18301591702e-08,
23.3376513137,8.40461841732e-06,-1.17500926851e-08,
23.3534539537,8.22441046599e-06,1.18284377481e-08,
23.3692672941,8.04706296355e-06,-1.17517771656e-08,
23.3850913423,7.87459495962e-06,1.18267895678e-08,
23.4009261054,7.70471677174e-06,-1.17533900109e-08,
23.4167715907,7.53966059276e-06,1.18252114864e-08,
